"origin","destination"
"Computer science","Political science"
"Computer science","Political science"
"Computer science","Political science"
"Computer science","Computer science"
"Computer science","Business"
"Computer science","Philosophy"
"Computer science","Sociology"
"Computer science","Sociology"
"Computer science","Psychology"
"Computer science","Sociology"
"Computer science","Computer science"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Environmental science"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Computer science"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Engineering"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Medicine"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Computer science"
"Chemistry","Biology"
"Chemistry","Biology"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Medicine"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Psychology","Psychology"
"Psychology","Psychology"
"Sociology","Philosophy"
"Biology","Biology"
"Biology","Psychology"
"Biology","Biology"
"Biology","Biology"
"Biology","Psychology"
"Biology","Geography"
"Biology","Art"
"Biology","Biology"
"Biology","Biology"
"Biology","Biology"
"Biology","Biology"
"Biology","Psychology"
"Biology","Biology"
"Biology","Biology"
"Biology","Geography"
"Biology","Geography"
"Biology","Biology"
"Biology","Geology"
"Biology","Geography"
"Biology","Psychology"
"Biology","Biology"
"Biology","Biology"
"Biology","Biology"
"Biology","Biology"
"Biology","Biology"
"Biology","Biology"
"Political science","Biology"
"Political science","Biology"
"Political science","Geography"
"Computer science","Biology"
"Computer science","Geography"
"Computer science","Geography"
"Environmental science","Biology"
"Environmental science","Biology"
"Environmental science","History"
"Environmental science","Geography"
"Environmental science","Geography"
"Environmental science","Biology"
"Environmental science","Geography"
"Environmental science","Biology"
"Environmental science","Geography"
"Environmental science","Biology"
"Environmental science","Geography"
"Environmental science","Geography"
"Environmental science","Geography"
"Environmental science","Geography"
"Environmental science","Biology"
"Environmental science","Geography"
"Environmental science","Geography"
"Environmental science","Biology"
"Environmental science","Art"
"Computer science","Biology"
"Computer science","Geography"
"Computer science","Environmental science"
"Computer science","Geography"
"Computer science","Art"
"Computer science","Biology"
"Computer science","Computer science"
"Computer science","Biology"
"Political science","Biology"
"Political science","Environmental science"
"Political science","Biology"
"Political science","Environmental science"
"Political science","Environmental science"
"Political science","Biology"
"Political science","Environmental science"
"Biology","Geography"
"Biology","Geography"
"Biology","Geography"
"Biology","Environmental science"
"Biology","Geography"
"Biology","Biology"
"Biology","Geography"
"Biology","Environmental science"
"Biology","Geography"
"Biology","Art"
"Biology","Environmental science"
"Biology","History"
"Biology","Political science"
"Biology","Biology"
"Biology","Sociology"
"Biology","Environmental science"
"Biology","Biology"
"Biology","Geography"
"Biology","Geography"
"Biology","Biology"
"Biology","Geography"
"Biology","Geography"
"Biology","Environmental science"
"Biology","Environmental science"
"Biology","Geography"
"Biology","Biology"
"Biology","Geography"
"Biology","Geography"
"Sociology","Computer science"
"Sociology","Art"
"Sociology","Computer science"
"Sociology","Biology"
"Sociology","Geography"
"Sociology","Environmental science"
"Sociology","Art"
"Art","Biology"
"Political science","Geography"
"Political science","Biology"
"Political science","Biology"
"Political science","Environmental science"
"Political science","Political science"
"Political science","Biology"
"Political science","Political science"
"Political science","Biology"
"Political science","Computer science"
"Political science","Biology"
"Political science","Biology"
"Political science","Geography"
"Political science","Biology"
"Political science","Philosophy"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Biology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Materials science"
"Biology","Chemistry"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Medicine"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Medicine"
"Biology","Chemistry"
"Biology","Medicine"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Medicine"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Biology"
"Biology","Medicine"
"Biology","Chemistry"
"Computer science","Computer science"
"Computer science","Computer science"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Sociology"
"Computer science","Computer science"
"Computer science","Psychology"
"Computer science","Medicine"
"Computer science","Computer science"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Computer science"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Psychology"
"Computer science","Computer science"
"Computer science","Computer science"
"Computer science","Biology"
"Computer science","Psychology"
"Computer science","Psychology"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Physics"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Physics"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Physics"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Computer science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Engineering"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Physics"
"Chemistry","Physics"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Physics"
"Chemistry","Physics"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Materials science"
"Chemistry","Materials science"
"Chemistry","Physics"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Materials science"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Chemistry"
"Chemistry","Physics"
"Medicine","Psychology"
"Medicine","Computer science"
"Medicine","Philosophy"
"Medicine","Philosophy"
"Medicine","Computer science"
"Medicine","Computer science"
"Medicine","Psychology"
"Medicine","Medicine"
"Medicine","Psychology"
"Medicine","Political science"
"Medicine","Computer science"
"Medicine","Computer science"
"Medicine","Psychology"
"Medicine","Art"
"Medicine","History"
"Medicine","Philosophy"
"Medicine","Philosophy"
"Medicine","Sociology"
"Medicine","Art"
"Medicine","Medicine"
"Medicine","Psychology"
"Medicine","Medicine"
"Medicine","Psychology"
"Medicine","Psychology"
"Medicine","Computer science"
"Medicine","Art"
"Medicine","Political science"
"Medicine","Art"
"Medicine","Political science"
"Medicine","Art"
"Medicine","Psychology"
"Medicine","Philosophy"
"Medicine","Psychology"
"Medicine","Psychology"
"Medicine","Computer science"
"Medicine","Computer science"
"Medicine","Psychology"
"Medicine","Psychology"
"Medicine","Art"
"Medicine","Political science"
"Medicine","Computer science"
"Medicine","Computer science"
"Medicine","Philosophy"
"Medicine","Medicine"
"Medicine","Sociology"
"Sociology","Political science"
"Sociology","Political science"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Computer science"
"Sociology","Art"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Computer science"
"Sociology","Philosophy"
"Sociology","Political science"
"Sociology","Political science"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Sociology"
"Sociology","Computer science"
"Sociology","Sociology"
"Sociology","Political science"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Political science"
"Sociology","Psychology"
"Sociology","Political science"
"Sociology","Sociology"
"Sociology","Sociology"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Sociology"
"Sociology","Sociology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Philosophy"
"Sociology","Political science"
"Sociology","Sociology"
"Sociology","Political science"
"Sociology","Philosophy"
"Sociology","Computer science"
"Sociology","Philosophy"
"Sociology","Sociology"
"Sociology","Political science"
"Sociology","Computer science"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","History"
"Sociology","Sociology"
"Sociology","Sociology"
"Sociology","Computer science"
"Sociology","Business"
"Sociology","Political science"
"Sociology","Political science"
"Sociology","Political science"
"Sociology","Economics"
"Sociology","Business"
"Sociology","Business"
"Sociology","Mathematics"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Political science"
"Sociology","Business"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Economics"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Sociology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Economics"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Sociology"
"Sociology","Political science"
"Sociology","Philosophy"
"Sociology","Political science"
"Sociology","Psychology"
"Sociology","Political science"
"Sociology","Psychology"
"Sociology","Economics"
"Sociology","Psychology"
"Sociology","Philosophy"
"Sociology","Computer science"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Economics"
"Sociology","Philosophy"
"Sociology","Art"
"Sociology","Sociology"
"Sociology","Art"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Physics"
"Sociology","Engineering"
"Sociology","Psychology"
"Sociology","Computer science"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Psychology"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Philosophy"
"Sociology","Philosophy"
"Sociology","Psychology"
"Sociology","Sociology"
"Sociology","Psychology"
"Sociology","Philosophy"
"Sociology","Philosophy"
"Biology","Biology"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Medicine"
"Biology","Materials science"
"Biology","Biology"
"Biology","Medicine"
"Biology","Medicine"
"Biology","Medicine"
"Biology","Medicine"
"Biology","Medicine"
"Biology","Chemistry"
"Biology","Medicine"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Chemistry"
"Biology","Biology"
"Biology","Biology"
"Psychology","Political science"
"Psychology","Psychology"
"Psychology","Mathematics"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Computer science"
"Psychology","Psychology"
"Psychology","Computer science"
"Psychology","Computer science"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Computer science"
"Psychology","Art"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Medicine"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Art"
"Psychology","Psychology"
"Psychology","Psychology"
"Psychology","Sociology"
"Psychology","Sociology"
"Psychology","Psychology"
"Psychology","Computer science"
